STATION,NAME,DATE,DAPR,MDPR,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WESD
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/28/2021,,,0,0,0,86,57,68,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/29/2021,,,0,0,0,88,68,72,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/30/2021,,,0.02,0,0,86,62,62,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/1/2021,,,,0,0,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/2/2021,,,0,0,0,,,59,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/3/2021,,,0.02,0,0,85,59,66,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/4/2021,,,0.09,0,0,75,66,72,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/5/2021,,,0.2,0,0,85,64,67,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/6/2021,,,0.06,0,0,78,49,53,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/7/2021,,,0,0,0,66,45,46,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/8/2021,,,0.14,0,0,66,42,47,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/9/2021,,,0.01,0,0,61,43,52,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/10/2021,,,0,0,0,71,52,57,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/11/2021,,,0,0,0,67,48,58,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/12/2021,,,0,0,0,68,48,51,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/13/2021,,,,0,0,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/14/2021,,,0,0,0,,,55,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/15/2021,,,0,0,0,74,45,63,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/16/2021,,,0,0,0,79,47,55,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/17/2021,,,0,0,0,73,50,62,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/18/2021,,,0,0,0,74,50,62,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/19/2021,,,0,0,0,81,57,66,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/20/2021,,,0,0,0,87,59,67,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/21/2021,,,0,0,0,92,54,66,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/22/2021,,,0,0,0,86,61,70,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/23/2021,,,0,0,0,91,69,76,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/24/2021,,,0.1,0,0,93,64,64,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/25/2021,,,0.38,0,0,68,58,61,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/26/2021,,,0,0,0,80,61,72,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/27/2021,,,0.78,0,0,93,66,73,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/28/2021,,,0,0,0,86,66,66,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/29/2021,,,1.4,0,0,76,53,53,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/30/2021,,,0.55,0,0,55,51,52,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/31/2021,,,0.02,0,0,60,51,57,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/1/2021,,,0,0,0,76,54,73,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/2/2021,,,0,0,0,80,62,65,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/3/2021,,,0.08,0,0,83,65,71,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/4/2021,,,0.07,0,0,85,69,72,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/5/2021,,,0.02,0,0,86,66,77,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/6/2021,,,0,0,0,93,70,83,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/7/2021,,,0,0,0,94,74,76,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/8/2021,,,0,0,0,92,76,78,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/9/2021,,,0,0,0,91,73,76,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/10/2021,,,0,0,0,88,72,77,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/11/2021,,,0.45,0,0,89,67,69,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/12/2021,,,1.09,0,0,71,66,67,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/13/2021,,,0,0,0,79,65,70,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/14/2021,,,0.01,0,0,83,65,67,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/15/2021,,,2.09,0,0,90,65,67,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/16/2021,,,0,0,0,81,65,67,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/17/2021,,,0,0,0,81,58,67,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/18/2021,,,0,0,0,86,56,71,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/19/2021,,,0,0,0,86,70,75,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/20/2021,,,0.07,0,0,87,70,77,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/21/2021,,,0,0,0,92,75,78,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/22/2021,,,0.02,0,0,93,71,73,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/23/2021,,,0.35,0,0,74,52,64,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/24/2021,,,0,0,0,80,55,59,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/25/2021,,,0,0,0,80,57,65,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/26/2021,,,0.12,0,0,83,65,73,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/27/2021,,,0,0,0,88,73,79,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/28/2021,,,0,0,0,92,73,78,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/29/2021,,,0,0,0,94,75,76,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/30/2021,,,0,0,0,95,76,80,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/1/2021,,,0.29,0,0,98,72,76,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/2/2021,,,2.07,0,0,92,71,74,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/3/2021,,,0.01,0,0,82,63,69,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/4/2021,,,0.08,0,0,81,61,70,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/5/2021,,,0,0,0,86,66,76,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/6/2021,,,0,0,0,90,66,75,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/7/2021,,,0,0,0,94,75,80,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/8/2021,,,0,0,0,97,78,79,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/9/2021,,,0.23,0,0,88,71,73,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/10/2021,,,1.5,0,0,92,67,73,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/11/2021,,,0,0,0,85,73,77,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/12/2021,,,0,0,0,92,77,79,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/13/2021,,,0,0,0,93,78,81,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/14/2021,,,0,0,0,94,77,80,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/15/2021,,,0,0,0,92,72,74,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/16/2021,,,0,0,0,94,74,75,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/17/2021,,,0,0,0,95,75,81,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/18/2021,,,0,0,0,96,73,75,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/19/2021,,,0,0,0,81,70,80,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/20/2021,,,0,0,0,91,70,82,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/21/2021,,,0,0,0,93,74,77,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/22/2021,,,0.04,0,0,91,66,71,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/23/2021,,,0,0,0,85,65,69,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/24/2021,,,0,0,0,88,64,76,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/25/2021,,,0.01,0,0,89,73,75,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/26/2021,,,0,0,0,92,73,77,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/27/2021,,,0.94,0,0,96,71,76,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/28/2021,,,0,0,0,94,70,75,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/29/2021,,,0.15,0,0,92,72,75,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/30/2021,,,0.01,0,0,88,74,80,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/31/2021,,,0,0,0,91,66,68,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/1/2021,,,0.24,0,0,82,68,75,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/2/2021,,,0.14,0,0,82,64,66,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/3/2021,,,0,0,0,83,64,67,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/4/2021,,,0,0,0,83,65,68,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/5/2021,,,0,0,0,84,61,66,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/6/2021,,,0,0,0,90,66,72,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/7/2021,,,0,0,0,91,67,71,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/8/2021,,,0.14,0,0,79,66,71,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/9/2021,,,0,0,0,93,71,74,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/10/2021,,,0.3,0,0,93,72,78,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/11/2021,,,0.64,0,0,96,71,75,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/12/2021,,,0.02,0,0,97,72,76,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/13/2021,,,0,0,0,98,76,79,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/14/2021,,,0.12,0,0,99,73,77,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/15/2021,,,0.93,0,0,94,70,71,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/16/2021,,,0.02,0,0,85,71,74,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/17/2021,,,0.82,0,0,85,72,75,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/18/2021,,,0.05,0,0,89,75,79,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/19/2021,,,0.45,0,0,88,75,80,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/20/2021,,,0.48,0,0,92,73,73,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/21/2021,,,1.96,0,0,85,71,77,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/22/2021,,,0,0,0,89,72,76,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/23/2021,,,0,0,0,84,72,73,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/24/2021,,,0.16,0,0,93,73,74,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/25/2021,,,0,0,0,95,72,79,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/26/2021,,,0,0,0,96,74,78,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/27/2021,,,0.17,0,0,95,73,78,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/28/2021,,,0.12,0,0,94,74,78,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/29/2021,,,0,0,0,92,72,73,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/30/2021,,,0,0,0,85,73,77,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/31/2021,,,0,0,0,93,72,77,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/1/2021,,,0.06,0,0,87,72,73,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/2/2021,,,0.89,0,0,84,62,64,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/3/2021,,,0,0,0,79,61,64,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/4/2021,,,0,0,0,78,60,63,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/6/2021,,,0.08,0,0,,,71,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/7/2021,,,0,0,0,90,61,72,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/8/2021,,,0,0,0,,67,70,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/9/2021,,,0.35,0,0,,66,70,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/10/2021,,,0,0,0,85,60,65,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/11/2021,,,0,0,0,83,55,57,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/12/2021,,,0,0,0,86,56,69,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/13/2021,,,0,0,0,92,67,75,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/14/2021,,,0,0,0,,67,73,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/15/2021,,,0,0,0,,69,71,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/16/2021,,,0,0,0,,69,74,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/17/2021,,,0.4,0,0,,70,71,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/18/2021,,,0.1,0,0,87,64,71,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/19/2021,,,0,0,0,,66,72,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/20/2021,,,0,0,0,,57,66,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/21/2021,,,0,0,0,,61,69,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/22/2021,,,0,0,0,,67,74,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/23/2021,,,1.47,0,0,86,60,63,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/24/2021,,,0.01,0,0,80,48,55,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/25/2021,,,0,0,0,80,52,70,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/26/2021,,,0,0,0,,53,66,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/27/2021,,,0,0,0,80,51,55,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/28/2021,,,0,0,0,85,54,72,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/29/2021,,,0,0,0,80,60,60,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/30/2021,,,0,0,0,74,51,62,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",1/1/2021,,,0,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",1/3/2021,2,1.15,,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",1/4/2021,,,0.05,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",1/5/2021,,,0,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",1/6/2021,,,0,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",1/8/2021,,,0,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",1/10/2021,2,0,,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",1/11/2021,,,0,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",1/12/2021,,,0,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",1/13/2021,,,0,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",1/14/2021,,,0,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",1/15/2021,,,0,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",1/17/2021,2,0.2,,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",1/18/2021,,,0.01,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",1/19/2021,,,0,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",1/20/2021,,,0.01,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",1/21/2021,,,0,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",1/22/2021,,,0,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",1/25/2021,3,0,,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",1/27/2021,2,0.29,,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",1/28/2021,,,0.02,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",1/31/2021,,,0.12,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",2/1/2021,,,0.3,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",2/2/2021,,,0.14,1.9,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",2/3/2021,,,0,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",2/4/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",2/5/2021,,,0.05,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",2/6/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",2/7/2021,,,0.34,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",2/8/2021,,,0.11,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",2/9/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",2/10/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",2/11/2021,,,0.44,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",2/12/2021,,,0,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",2/15/2021,3,0.46,,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",2/16/2021,,,0.96,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",2/17/2021,,,0,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",2/18/2021,,,0.08,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",2/19/2021,,,0.19,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",2/22/2021,,,0.01,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",2/23/2021,,,0.44,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",2/24/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",2/26/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",2/28/2021,2,0.42,,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",3/1/2021,,,1.07,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",3/2/2021,,,0.05,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",3/3/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",3/4/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",3/5/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",3/6/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",3/7/2021,,,0,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",3/8/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",3/9/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",3/10/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",3/11/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",3/12/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",3/13/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",3/15/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",3/16/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",3/17/2021,,,0.01,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",3/18/2021,,,0.21,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",3/19/2021,,,0.32,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",3/21/2021,2,0,,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",3/22/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",3/23/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",3/24/2021,,,0.16,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",3/25/2021,,,1.04,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",3/26/2021,,,0.01,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",3/28/2021,2,0.37,,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",3/29/2021,,,0.27,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",3/30/2021,,,0.01,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",3/31/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",4/1/2021,,,0.98,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",4/2/2021,,,0.01,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",4/4/2021,2,0,,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",4/5/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",4/6/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",4/7/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",4/8/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",4/9/2021,,,0.46,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",4/10/2021,,,0.01,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",4/11/2021,,,0.2,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",4/12/2021,,,0.02,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",4/13/2021,,,0.03,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",4/14/2021,,,0,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",4/15/2021,,,0.35,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",4/16/2021,,,0.01,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",4/17/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",4/18/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",4/20/2021,,,0.03,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",4/21/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",4/22/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",4/23/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",4/24/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",4/25/2021,,,0.82,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",4/27/2021,2,0,,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",4/28/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",4/29/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",4/30/2021,,,0.05,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",5/2/2021,2,0,,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",5/3/2021,,,0.02,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",5/4/2021,,,0.04,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",5/5/2021,,,0.24,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",5/6/2021,,,0.04,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",5/7/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",5/8/2021,,,0.19,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",5/9/2021,,,0.01,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",5/10/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",5/11/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",5/12/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",5/13/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",5/14/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",5/15/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",5/16/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",5/17/2021,,,0.01,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",5/18/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",5/20/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",5/23/2021,3,0,,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",5/24/2021,,,0.1,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",5/25/2021,,,0.34,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",5/26/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",5/27/2021,,,0.26,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",5/28/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",5/29/2021,,,1.43,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",5/30/2021,,,0.31,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",5/31/2021,,,0.01,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",6/2/2021,2,0,,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",6/3/2021,,,0.05,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",6/4/2021,,,0.09,,,,,,
